ofjobs,yearsexp,honors,volunteer,military,empholes,workinschool,email,computerskills,specialskills,firstname,expminreq,eoe,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,black,chicago,high,female,college,call_back
4,8,0,0,0,0,0,0,1,0,Aisha,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
5,26,0,0,0,0,0,0,0,0,Brett,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,14,0,1,0,0,1,0,1,1,Lakisha,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
6,18,0,1,0,0,0,0,1,0,Matthew,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
5,8,0,0,0,0,1,0,1,0,Anne,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2,10,0,1,0,1,0,1,1,0,Kenya,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
4,8,0,0,0,0,1,0,0,0,Lakisha,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
6,8,0,1,0,0,0,1,0,0,Sarah,,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2,6,0,1,0,0,1,1,1,1,Emily,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3,8,1,0,0,1,0,0,0,0,Jamal,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4,10,1,0,1,1,0,1,1,0,Jermaine,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
3,10,0,0,0,1,0,0,0,0,Sarah,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,7,0,0,0,1,0,0,0,0,Greg,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6,0,0,0,0,1,0,0,0,Jamal,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4,7,1,1,0,0,1,1,1,0,Lakisha,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
4,4,0,1,1,0,1,1,1,0,Todd,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3,4,0,0,0,1,0,0,1,0,Carrie,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4,12,0,1,0,1,0,1,1,0,Lakisha,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
1,1,0,0,0,1,0,0,1,0,Latonya,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
3,5,1,0,0,1,1,1,1,0,Meredith,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
2,6,0,0,0,0,0,0,1,0,Anne,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
4,7,0,1,0,1,0,1,1,1,Carrie,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0
2,5,0,0,0,1,0,0,1,1,Jermaine,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3,6,0,1,0,1,1,1,1,0,Keisha,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
3,10,0,0,0,0,1,1,1,0,Latoya,,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
3,5,0,0,0,0,1,0,0,0,Meredith,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
4,4,0,0,0,1,0,0,1,1,Aisha,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0
2,4,0,0,0,0,1,0,1,0,Carrie,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
4,6,0,1,0,1,0,1,1,0,Anne,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4,6,0,0,0,0,1,0,1,0,Emily,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
4,4,0,0,0,1,0,0,1,0,Latoya,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
2,19,0,1,0,1,0,1,1,0,Tamika,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
3,7,0,1,0,1,0,1,1,0,Anne,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
3,3,0,0,0,0,0,0,1,1,Kareem,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
2,5,0,0,0,1,0,0,1,1,Meredith,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
3,5,0,1,0,0,1,1,0,1,Rasheed,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
2,12,0,0,0,1,0,0,1,0,Aisha,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
3,5,0,1,0,0,1,1,0,1,Aisha,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
4,4,0,0,0,0,1,0,1,0,Emily,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,12,0,1,0,1,0,1,1,0,Latonya,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
2,5,0,1,0,1,0,1,1,1,Laurie,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
3,9,0,1,0,1,1,1,1,0,Meredith,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
4,6,0,0,0,1,1,1,1,0,Aisha,,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0
4,6,0,0,0,0,1,0,1,0,Keisha,,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
3,4,0,1,0,1,1,0,1,0,Laurie,,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4,6,0,1,0,1,0,1,1,0,Meredith,,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
4,5,0,0,0,1,1,0,1,0,Aisha,,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
4,6,0,1,0,1,0,1,1,1,Emily,,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
3,5,0,0,0,1,0,0,1,0,Kristen,,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3,5,0,0,0,0,1,1,1,0,Tanisha,,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
3,7,0,1,0,1,0,1,1,0,Allison,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
1,4,0,0,0,1,0,0,1,1,Ebony,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
3,6,0,0,0,0,0,0,0,1,Greg,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3,7,0,1,0,0,0,1,0,0,Lakisha,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
4,14,0,0,0,1,0,0,1,0,Carrie,,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
4,11,0,1,0,0,1,1,1,1,Ebony,,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
2,15,0,0,0,0,1,0,1,0,Latoya,,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
5,14,0,1,0,1,1,1,1,0,Sarah,,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
3,6,0,1,0,0,1,1,1,0,Kristen,,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0
4,9,0,0,0,0,1,0,1,0,Laurie,,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
3,5,0,1,0,1,1,0,1,0,Tamika,,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
3,7,1,0,0,1,1,1,1,0,Tanisha,,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0
3,7,0,1,0,1,0,1,1,0,Aisha,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
1,4,0,0,0,0,0,0,1,1,Allison,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
3,8,0,0,0,1,0,0,1,0,Carrie,,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
3,7,0,0,0,0,0,0,0,1,Darnell,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
3,7,0,1,0,1,1,1,0,0,Emily,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
3,6,0,0,0,1,0,0,1,0,Keisha,,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0
3,9,0,1,0,1,1,1,1,0,Laurie,,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
4,8,0,0,0,0,1,1,1,0,Tamika,,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
2,6,1,1,0,0,1,1,0,1,Jay,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
2,5,0,1,0,0,0,1,0,1,Latonya,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
3,7,0,0,0,1,0,0,0,0,Aisha,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
3,6,0,0,0,0,0,0,0,0,Allison,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
2,5,0,0,0,0,1,0,1,1,Jill,some,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
4,3,0,0,0,1,0,0,1,1,Lakisha,some,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
5,7,0,0,1,1,0,1,1,1,Latonya,some,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
2,4,0,1,0,1,0,1,1,0,Laurie,some,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
2,3,0,1,0,1,0,1,0,0,Sarah,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
3,3,0,1,0,0,1,1,1,1,Tanisha,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
5,8,0,1,0,1,1,1,1,0,Anne,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2,7,0,0,0,0,1,0,1,0,Latonya,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
2,5,0,0,0,0,0,0,1,0,Meredith,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4,7,0,1,0,0,1,1,1,0,Tamika,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
4,12,0,1,0,0,1,1,1,1,Brendan,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
4,4,0,0,0,0,1,1,1,0,Jamal,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
5,19,0,0,0,1,0,0,1,1,Matthew,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,5,0,0,0,0,1,0,1,1,Tremayne,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
2,6,1,1,1,1,1,1,0,1,Allison,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
3,3,0,0,0,1,0,0,1,1,Latoya,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
3,4,0,0,0,0,0,0,1,1,Neil,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,6,0,1,0,0,1,1,1,0,Tyrone,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
3,6,0,1,0,1,1,1,0,0,Brendan,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
2,4,0,1,1,0,1,1,0,1,Ebony,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3,4,0,0,0,0,0,0,1,1,Sarah,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,3,0,0,0,1,0,0,1,1,Tanisha,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
2,6,0,0,0,0,1,0,1,0,Anne,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3,5,0,1,0,0,1,1,0,1,Brendan,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4,20,0,1,0,0,1,1,1,1,Ebony,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3,6,0,1,0,0,1,1,1,0,Hakim,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
4,11,0,1,0,0,1,1,1,0,Kristen,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2,6,0,0,0,0,1,0,1,0,Tamika,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
4,6,0,0,0,0,0,0,1,0,Carrie,5,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
3,6,0,1,1,0,0,1,0,0,Jermaine,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
4,8,0,1,0,0,1,1,1,0,Jill,5,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2,6,0,0,0,0,1,0,1,0,Keisha,5,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
5,8,0,1,0,1,1,1,1,0,Latoya,5,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
3,4,0,1,0,0,1,1,0,1,Matthew,some,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
3,3,0,1,0,0,1,1,1,1,Carrie,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
2,2,1,1,0,1,1,1,0,1,Kenya,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
3,6,0,0,0,1,0,0,0,0,Aisha,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
3,5,0,1,0,0,1,1,1,0,Laurie,,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4,2,0,0,0,1,0,0,1,1,Sarah,,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2,6,1,0,0,0,0,0,0,1,Sarah,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
2,3,0,0,0,0,1,0,1,0,Tamika,,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
4,7,0,0,0,0,1,1,1,0,Tanisha,,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4,6,0,1,0,0,1,1,1,0,Carrie,some,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4,6,0,1,0,0,1,1,1,0,Latonya,some,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
2,14,0,0,0,0,1,0,1,0,Laurie,some,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2,6,0,0,0,0,1,0,1,0,Tanisha,some,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
3,6,0,0,0,1,0,0,1,0,Anne,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
2,5,0,0,0,0,0,0,0,0,Rasheed,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
4,20,0,1,0,1,0,1,1,0,Jill,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
4,5,0,0,0,1,1,0,1,1,Keisha,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
3,3,0,0,0,1,0,0,1,0,Kristen,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,15,0,0,0,0,1,1,1,0,Tanisha,,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
4,5,0,0,0,1,1,0,1,0,Allison,some,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
3,5,0,0,0,0,1,1,1,1,Emily,some,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
3,4,0,0,0,0,1,1,1,0,Lakisha,some,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
4,5,0,0,0,0,1,0,1,0,Latonya,some,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
2,4,0,1,0,1,0,1,1,1,Matthew,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3,4,0,1,0,0,1,1,0,1,Tyrone,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
3,3,0,1,0,1,1,0,1,0,Kristen,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
4,10,0,0,0,0,1,0,1,0,Latoya,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
3,5,0,1,0,0,1,1,1,0,Laurie,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
3,5,0,0,0,0,1,1,1,0,Tamika,,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
3,5,0,0,0,0,0,0,0,0,Emily,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
3,6,0,0,0,1,0,0,0,0,Keisha,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
3,16,0,0,0,0,1,1,1,0,Laurie,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
4,6,0,0,0,0,1,0,1,0,Sarah,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4,8,0,1,0,1,0,1,1,1,Tamika,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0
3,8,0,0,0,1,0,1,1,0,Tanisha,some,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
3,4,0,1,0,0,1,1,1,0,Aisha,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
3,3,0,1,1,0,1,1,1,0,Kristen,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
4,4,0,0,0,0,1,0,1,0,Lakisha,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
2,5,0,0,0,0,0,0,1,0,Laurie,some,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3,6,0,0,0,1,0,0,1,0,Aisha,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
3,16,0,0,0,0,1,1,1,0,Allison,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1
3,3,0,1,1,0,1,1,1,0,Latoya,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
4,6,0,0,0,1,1,0,1,0,Laurie,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0
4,11,0,0,0,1,0,0,1,0,Allison,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
5,7,0,0,1,1,0,1,1,1,Anne,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
3,6,0,1,0,0,0,1,0,1,Anne,some,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
2,5,0,1,1,0,1,1,1,1,Darnell,some,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
4,2,0,0,0,0,1,1,1,0,Keisha,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
4,4,0,0,0,1,1,0,1,0,Latoya,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
3,2,0,1,1,0,0,1,1,1,Tanisha,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
2,6,1,1,0,1,1,1,0,1,Todd,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
3,3,0,1,1,0,1,1,1,0,Ebony,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
3,16,0,0,0,0,1,1,1,0,Emily,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
4,4,0,0,0,1,1,0,1,0,Latonya,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
3,8,0,0,0,1,0,0,1,0,Laurie,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4,11,0,0,0,1,0,0,1,0,Aisha,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
5,7,0,0,1,1,0,1,1,0,Allison,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
2,6,0,1,1,1,0,1,0,0,Jamal,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
3,2,0,1,0,0,1,1,1,1,Jay,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
4,4,0,0,0,1,1,0,1,0,Jill,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
4,4,0,0,0,0,1,1,1,0,Latonya,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
3,7,0,0,0,0,1,1,1,1,Allison,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
5,13,0,0,0,1,1,0,1,0,Anne,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
3,6,0,0,0,1,0,0,1,0,Ebony,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
3,5,0,1,0,0,1,1,1,0,Kenya,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
1,6,0,0,0,1,1,0,0,1,Emily,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
3,6,0,0,0,1,0,1,1,1,Geoffrey,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
2,8,0,0,0,1,0,0,0,1,Kareem,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
3,11,0,0,0,0,1,1,1,1,Kenya,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
